aba,1=阿爸
bainiao,1=百鸟
bainong,1=摆弄
baipao,1=白跑
baipai,1=摆拍
baipi,1=白皮
baiping,1=摆平
baipiao,1=白嫖
budapeisi,1=布达佩斯
baipu,1=摆谱
budeqifa,1=不得其法
baiqi,1=白旗
budingqi,1=不定期
baiqing,1=拜请
baiqiang,1=百强
budeqisuo,1=不得其所
beidouqixing,1=北斗七星
baiqun,1=白裙
bairen,1=白人
bairi,1=白日
budongrushan,1=不动如山
buderenxin,1=不得人心
bairou,1=白肉
baise,1=白色
baise,1=百色
bingdongsanchi,1=冰冻三尺
budasuan,1=不打算
baisong,1=白送
baisu,1=败诉
baisui,1=百岁
baitai,1=百态
buduantigao,1=不断提高
baitang,1=白糖
baitang,1=拜堂
badetouchou,1=拔得头筹
bandaoti,1=半导体
baitan,1=摆摊
baitian,1=白天
baitiao,1=白条
baituo,1=拜托
baituo,1=摆脱
baitie,1=白铁
baitu,1=白兔
baitui,1=败退
baitou,1=白头
baisha,1=白纱
baishao,1=白芍
baishe,1=摆设
baishen,1=拜神
baishang,1=摆上
baishi,1=拜师
baishan,1=拜山
baishuang,1=白霜
baishuo,1=白说
budongshengse,1=不动声色
budeshanzhong,1=不得善终
baishui,1=白水
baishou,1=拜寿
baizhao,1=百兆
baizhao,1=败招
budongzhuangdong,1=不懂装懂
baizhe,1=摆着
biedangzhen,1=别当真
baizhen,1=败阵
baizheng,1=摆正
baizhang,1=败仗
baizhi,1=白纸
budezhi,1=不得志
baizhan,1=百战
baizhuo,1=白灼
baizhong,1=白种
baizhu,1=白术
baizhou,1=白昼
budaoweng,1=不倒翁
baiwang,1=拜望
baiwan,1=百万
baodaoweilao,1=宝刀未老
baiwu,1=白雾
baiwei,1=百味
bendanwei,1=本单位
baiwei,1=百位
biedanxin,1=别担心
baixi,1=白皙
baixing,1=百姓
beidouxing,1=北斗星
baixian,1=白线
baixie,1=拜谢
baixiong,1=白熊
baixue,1=白雪
baixu,1=败絮
badaoxiangzhu,1=拔刀相助
baixia,1=摆下
beidaxiyang,1=北大西洋
bandaxiaozi,1=半大小子
baiyin,1=白银
baiyao,1=白药
baiye,1=拜谒
baiye,1=百业
baiyang,1=白羊
baiyang,1=白杨
budeyi,1=不得已
baiyi,1=白衣
baiyan,1=白眼
budaying,1=不答应
bidayuli,1=弊大于利
baiyuan,1=百元
bendeiyaosi,1=笨得要死
baiyong,1=白用
baiyu,1=白玉
budengyu,1=不等于
budiaoyizhi,1=步调一致
budeyierweizhi,1=不得已而为之
budeyouwu,1=不得有误
baiyun,1=白云
bangdayaoyuan,1=膀大腰圆
baiyou,1=柏油
baizai,1=摆在
baizi,1=白字
bandiaozi,1=半吊子
baizuo,1=白做
baizu,1=白族
budazizhao,1=不打自招
baizou,1=败走
bierbuda,1=避而不答
bierbujian,1=避而不见
boerbujing,1=博而不精
bierbutan,1=避而不谈
beierbuyong,1=备而不用
buerfamen,1=不二法门
buerfaze,1=不二法则
beiergelaide,1=贝尔格莱德
baergan,1=巴尔干
baieluosi,1=白俄罗斯
baoernai,1=包二奶
buershiweike,1=布尔什维克
baerzhake,1=巴尔扎克
buerzhixuan,1=不二之选
benan,1=本案
bufenbici,1=不分彼此
benbao,1=本报
baifenbai,1=百分百
benben,1=笨笨
baifenbi,1=百分比
benbi,1=本币
bufangbian,1=不方便
benbiao,1=本表
benbo,1=奔波
benbu,1=本部
baifabaizhong,1=百发百中
baifacangcang,1=白发苍苍
benci,1=本次
bufucisheng,1=不负此生
bufucunzai,1=不复存在
bendang,1=本当
bendi,1=本地
bendan,1=笨蛋
baifendian,1=百分点
bufudangnian,1=不复当年
bendui,1=本队
baifeidaixing,1=百废待兴
benfen,1=本分
benfang,1=奔放
benfu,1=奔赴
benfei,1=本非
bufafenzi,1=不法分子
bengai,1=本该
bifenggang,1=避风港
benguo,1=本国
bengong,1=本宫
bufengaoxia,1=不分高下
baifenhao,1=百分号
benhang,1=本行
benhuan,1=苯环
baofahu,1=暴发户
bafanghuying,1=八方呼应
benchang,1=本场
benchi,1=奔驰
bufeichuihuizhili,1=不费吹灰之力
benchu,1=奔出
benjin,1=本金
benji,1=本季
benjie,1=本届
benjiu,1=本就
baifeijuxing,1=百废俱兴
benjia,1=本家
baofengjiyu,1=暴风疾雨
benke,1=本科
benkan,1=本刊
baifeikoushe,1=白费口舌
benlai,1=本来
benli,1=本利
benling,1=本领
bingfenlianglu,1=兵分两路
baifeiliqi,1=白费力气
benliu,1=奔流
baifenlv,1=百分率
benlei,1=本类
benlun,1=本轮
benma,1=奔马
benmen,1=本门
benmang,1=奔忙
benming,1=本名
benmo,1=本末
baifumei,1=白富美
benneng,1=本能
bennian,1=本年
benniao,1=笨鸟
benpao,1=奔跑
benpian,1=本片
benpiao,1=本票
bufenqinghongzaobai,1=不分青红皂白
benqi,1=本期
bufuqi,1=不服气
bofangqi,1=播放器
benqian,1=本钱
bufaqiren,1=不乏其人
baifaqingshan,1=白发青衫
benqu,1=奔去
bufenqingzhong,1=不分轻重
benqun,1=本群
benren,1=本人
benri,1=本日
bufurulaibufuqing,1=不负如来不负卿
bense,1=本色
bensang,1=奔丧
bensi,1=笨死
bufusuotuo,1=不负所托
bentao,1=奔逃
benteng,1=奔腾
benti,1=本体
bentian,1=本田
bentiao,1=本条
bentie,1=本帖
bentu,1=本土
beifentianying,1=悲愤填膺
bentou,1=奔头
benshen,1=本身
bensheng,1=本省
bufushaohua,1=不负韶华
benshi,1=本事
bifangshuo,1=比方说
benshu,1=本书
baifenzhibai,1=百分之百
benzhe,1=本着
benzhen,1=本真
bingfazheng,1=并发症
benzhang,1=本章
benzhi,1=本质
baifenzhi,1=百分之
benzhan,1=本站
benzhuo,1=笨拙
benzhong,1=笨重
bufazhitu,1=不法之徒
benzhu,1=笨猪
bufuzhongwang,1=不负众望
baifenzhiyi,1=百分之一
bufengzhuoying,1=捕风捉影
benzhou,1=本周
bianfeiweibao,1=变废为宝
benwen,1=本文
benwu,1=本无
benwei,1=本位
bianfaweixin,1=变法维新
benxin,1=本心
bufangxin,1=不放心
benxi,1=本息
baifeixinji,1=白费心机
benxing,1=本性
benxiang,1=本想
benxiao,1=本校
benxie,1=奔泻
baofengxue,1=暴风雪
bufenxuanzhi,1=不分轩轾
bufaxingwei,1=不法行为
benye,1=本页
benyi,1=本意
benying,1=本应
benyuan,1=本源
benyuan,1=本院
benyong,1=奔涌
benyue,1=本月
baofengyu,1=暴风雨
bingfeiyishi,1=并非易事
bifengyizhuan,1=笔锋一转
bufayiyan,1=不发一言
bufeiyibingyizu,1=不费一兵一卒
benzai,1=本在
bufuze,1=不负责
benzi,1=本子
bufangzaiyanli,1=不放在眼里
benzuo,1=本座
bufuzeren,1=不负责任
benzui,1=笨嘴
benzun,1=本尊
benzou,1=奔走
bangongbandu,1=半工半读
buguanbugu,1=不管不顾
bigengbuchuo,1=笔耕不辍
bigongbijing,1=毕恭毕敬
buganbujing,1=不干不净
baogongbaoliao,1=包工包料
bengbu,1=蚌埠
buguanbuwen,1=不管不问
bengda,1=蹦跶
bengdai,1=绷带
bugandang,1=不敢当
bengdi,1=蹦迪
bangeduoshiji,1=半个多世纪
bengdiao,1=崩掉
bengduan,1=绷断
bugongdaitian,1=不共戴天
bangeduoxiaoshi,1=半个多小时
bangeduoyue,1=半个多月
buguoerer,1=不过尔尔
bugaoerqu,1=不告而取
bengfa,1=迸发
bangongfei,1=办公费
bugangaopan,1=不敢高攀
bengguan,1=甭管
bugangoutong,1=不敢苟同
benghuai,1=崩坏
buganhouren,1=不甘后人
buganhuowang,1=不敢或忘
bengchuang,1=蹦床
bengchu,1=蹦出
bengjin,1=绷紧
bengji,1=蹦极
baiganjiaoji,1=百感交集
baigujing,1=白骨精
buganjimo,1=不甘寂寞
buganjiao,1=不干胶
bengjie,1=崩解
bengkui,1=崩溃
bengle,1=崩了
buguanle,1=不管了
buganluohou,1=不甘落后
baguolianjun,1=八国联军
boguanglinlin,1=波光粼粼
buganluemei,1=不敢掠美
bengluo,1=崩落
benglie,1=崩裂
buguilu,1=不归路
bangonglou,1=办公楼
banggemang,1=帮个忙
bengpan,1=崩盘
bugongping,1=不公平
bengqi,1=绷起
beigongquxi,1=卑躬屈膝
buguoruci,1=不过如此
bugousaiyafeng,1=不够塞牙缝
biguansuoguo,1=闭关锁国
buguansanqiershiyi,1=不管三七二十一
bengta,1=崩塌
bengti,1=甭提
bogutongjin,1=博古通今
bengtiao,1=蹦跳
buguantongyang,1=不关痛痒
baogongtou,1=包工头
bengshe,1=迸射
bangongshi,1=办公室
bangeshiji,1=半个世纪
bengshuo,1=甭说
buganshiruo,1=不甘示弱
bingguishensu,1=兵贵神速
buganshanzhuan,1=不敢擅专
beigongsheying,1=杯弓蛇影
bengzhe,1=绷着
binggongzhifa,1=秉公执法
bengzhi,1=绷直
baigezhengliu,1=百舸争流
bangongzhuo,1=办公桌
bangezhong,1=半个钟
bangezhongtou,1=半个钟头
beiguanzhuyi,1=悲观主义
baguwen,1=八股文
biegenwoshuo,1=别跟我说
baogaowenxue,1=报告文学
buganwangyan,1=不敢妄言
buganxin,1=不甘心
bugengxin,1=不更新
bugaoxing,1=不高兴
bengxiang,1=甭想
buganxingqu,1=不感兴趣
bangexiaoshi,1=半个小时
buganxiangxin,1=不敢相信
buganyueleichiyibu,1=不敢越雷池一步
buguyiqie,1=不顾一切
bugouyisi,1=不够意思
bangeyue,1=半个月
buganyu,1=不甘于
bugouyanxiao,1=不苟言笑
buganzaoci,1=不敢造次
bangezi,1=半个字
bugongzipo,1=不攻自破
biguanzishou,1=闭关自守
baganzidabuzhao,1=八竿子打不着
buhuiba,1=不会吧
bangbang,1=帮帮
baohanbuzhiehanji,1=饱汉不知饿汉饥
bangbing,1=棒冰
buhuangbumang,1=不慌不忙
bangda,1=棒打
beihaidao,1=北海道
bianhuaduoduan,1=变化多端
buhuide,1=不会的
bangdan,1=榜单
bangding,1=绑定
buhuangduorang,1=不遑多让
buhanerli,1=不寒而栗
buhuanersan,1=不欢而散
bangfu,1=帮扶
bangfei,1=绑匪
buhege,1=不合格
buhuanguaerhuanbujun,1=不患寡而患不均
bieheguluan,1=别鹤孤鸾
beiheiguo,1=背黑锅
baihongguanri,1=白虹贯日
banggong,1=帮工
banggui,1=帮规
beihuiguixian,1=北回归线
banghe,1=棒喝
banghui,1=帮会
baihuahua,1=白花花
buhuaihaoyi,1=不怀好意
bangchen,1=帮衬
bangcheng,1=磅秤
buhechangli,1=不合常理
bangchui,1=棒槌
bangjin,1=绑紧
bangji,1=棒极
bangjiao,1=邦交
baihujiao,1=白胡椒
bangjia,1=绑架
bangke,1=蚌壳
bangkun,1=帮困
banglao,1=绑牢
buhuilai,1=不回来
bangle,1=帮了
beihuanlihe,1=悲欢离合
buheli,1=不合理
baiheliangchi,1=白鹤亮翅
binghuoliangchongtian,1=冰火两重天
bianhualv,1=变化率
bahama,1=巴哈马
bianhuanmoce,1=变幻莫测
bangmang,1=帮忙
binghuangmaluan,1=兵荒马乱
bangni,1=帮你
bangpai,1=帮派
baohupinghe,1=暴虎冯河
buhuanpinerhuanbujun,1=不患贫而患不均
bangpiao,1=绑票
baihuaqifang,1=百花齐放
bangqiang,1=帮腔
bangqiu,1=棒球
bihaiqingtian,1=碧海青天
buhuiqu,1=不回去
baohuqu,1=保护区
buhequn,1=不合群
buhaore,1=不好惹
bangren,1=帮人
baohusan,1=保护伞
banghuasuiliu,1=傍花随柳
buhuasuan,1=不划算
bangta,1=帮他
bangtui,1=绑腿
bangshen,1=傍身
bangshang,1=帮上
bangshang,1=榜上
buheshi,1=不合适
buhuishi,1=不会是
buhaoshuo,1=不好说
buheshiyi,1=不合时宜
bangshou,1=帮手
bangzhe,1=帮着
buhuozhinian,1=不惑之年
baohenzhongtian,1=抱恨终天
bangzhu,1=帮助
baihuazhengyan,1=百花争艳
bangwen,1=榜文
bianhuanwuchang,1=变幻无常
bangwan,1=傍晚
bianhuawuqiong,1=变化无穷
baohuxing,1=保护性
binghunxuepo,1=冰魂雪魄
buhexie,1=不和谐
bangxiong,1=帮凶
bangxia,1=帮下
bangyang,1=榜样
bangyan,1=榜眼
buhaoyisi,1=不好意思
bihaiyuntian,1=碧海云天
buhuiyou,1=不会有
bangzai,1=绑在
bangzi,1=棒子
bian,1=彼岸
bibai,1=必败
bibang,1=臂膀
buchibuhe,1=不吃不喝
bibi,1=比比
bachubaijia,1=罢黜百家
bibing,1=弊病
buchaobunao,1=不吵不闹
bibo,1=碧波
bachibuzhu,1=把持不住
bibei,1=必备
baichibuyan,1=百吃不厌
bicao,1=碧草
bici,1=彼此
bida,1=必答
bida,1=笔答
bidai,1=笔袋
bide,1=必得
bideng,1=壁灯
biding,1=必定
bidiao,1=笔调
bichengdaqi,1=必成大器
biduan,1=弊端
bidong,1=壁咚
bidu,1=必读
bidui,1=比对
bidou,1=鼻窦
bifa,1=笔法
bifen,1=比分
bifeng,1=避风
bifang,1=比方
buchengfangyuan,1=不成方圆
baichigantougengjinyibu,1=百尺竿头更进一步
baichuanguihai,1=百川归海
bigan,1=笔杆
biguang,1=避光
biguo,1=避过
biguan,1=闭关
bigong,1=逼供
baichigantou,1=百尺竿头
bigui,1=壁柜
bigua,1=壁挂
bihai,1=碧海
bihe,1=闭合
bihan,1=避寒
buchahaoli,1=不差毫厘
bihuo,1=避祸
bihuan,1=闭环
bihu,1=庇护
bihui,1=避讳
bihua,1=笔画
bihun,1=逼婚
bichu,1=壁橱
bijin,1=逼近
biji,1=笔记
bijing,1=毕竟
bijiang,1=必将
bijian,1=鼻尖
bijian,1=比肩
bijiao,1=比较
bijiu,1=必究
bijuan,1=闭卷
biechujizhu,1=别出机杼
bijia,1=笔架
buchengjingyi,1=不成敬意
bikao,1=必考
bikai,1=避开
bikan,1=必看
bikong,1=鼻孔
bikou,1=闭口
bilin,1=比邻
bile,1=毙了
bili,1=比例
bilan,1=碧蓝
biliang,1=鼻梁
bachuluobudaichuni,1=拔出萝卜带出泥
bilu,1=笔录
bilu,1=秘鲁
bilu,1=闭路
bilv,1=比率
bilei,1=壁垒
bilou,1=鄙陋
bimao,1=鼻毛
bimao,1=笔帽
bimen,1=闭门
bianchangmoji,1=鞭长莫及
biming,1=笔名
bimian,1=避免
bimo,1=笔墨
bimu,1=闭幕
bimei,1=比美
bini,1=比拟
bini,1=比你
binan,1=避难
binv,1=婢女
bipin,1=比拼
banchengpin,1=半成品
biping,1=逼平
bipo,1=逼迫
biqi,1=比起
biqiang,1=鼻腔
biqiu,1=壁球
bichengqizhong,1=必承其重
buchengqiwei,1=不成其为
biren,1=鄙人
biren,1=逼人
birang,1=避让
biran,1=必然
biru,1=比如
bisa,1=比萨
bisai,1=比赛
bise,1=鼻塞
bise,1=闭塞
bisi,1=必死
buchusuoliao,1=不出所料
bisuo,1=闭锁
bisuo,1=比索
bitao,1=笔套
bite,1=比特
biti,1=鼻涕
bitan,1=笔谈
biting,1=笔挺
bitong,1=笔筒
buchengtitong,1=不成体统
bitou,1=鼻头
bisha,1=必杀
bisheng,1=必胜
bishang,1=闭上
bishi,1=鄙视
beichunshangqiu,1=悲春伤秋
bishu,1=避暑
bishui,1=避税
buchashangxia,1=不差上下
bishun,1=笔顺
bishou,1=匕首
bizhao,1=比照
bizhai,1=逼债
bizhe,1=闭着
bizhe,1=笔者
bizhen,1=逼真
bizheng,1=必争
bizhang,1=臂章
bizhi,1=壁纸
bizhi,1=笔直
bizhan,1=臂展
buchuanzhimi,1=不传之秘
bizhong,1=比重
buchizheyitao,1=不吃这一套
bizhou,1=臂肘
biwen,1=逼问
biwan,1=臂弯
buchengwenti,1=不成问题
biwu,1=比武
bixin,1=笔芯
biechuxincai,1=别出心裁
baochouxuehen,1=报仇雪恨
bixi,1=鼻息
bixing,1=笔形
bixian,1=避险
bixian,1=避嫌
bixie,1=辟邪
bixie,1=避邪
bixiu,1=必修
bixuan,1=必选
bixue,1=鼻血
bixu,1=必须
buchixiawen,1=不耻下问
bixia,1=陛下
biyin,1=鼻音
biyao,1=必要
biye,1=毕业
biyi,1=鄙夷
biyi,1=鼻翼
biyi,1=裨益
biyan,1=鼻炎
biyan,1=闭眼
biying,1=必应
buchiyuren,1=不齿于人
biyong,1=必用
baochengyituan,1=抱成一团
biyu,1=比喻
buchuyiwai,1=不出意外
biyun,1=避孕
biyou,1=必有
bize,1=逼仄
buchizuihou,1=不耻最后
bizi,1=鼻子
bizuo,1=比作
bizu,1=鼻祖
bizui,1=闭嘴
bizou,1=逼走
banan,1=办案
banbao,1=板报
banbai,1=半百
banben,1=版本
bijiben,1=笔记本
baojiaobaohui,1=包教包会
banbi,1=半壁
banban,1=斑斑
banbing,1=搬兵
banjinbaliang,1=半斤八两
banbian,1=半边
bujinbuman,1=不紧不慢
banbo,1=斑驳
bujianbusan,1=不见不散
banbu,1=颁布
bajiubulishi,1=八九不离十
bujibuxu,1=不疾不徐
bujiaobuzao,1=不骄不躁
bancai,1=板材
bancang,1=半仓
banci,1=班次
baojingcangsang,1=饱经沧桑
bancun,1=板寸
banda,1=半大
bandao,1=搬到
bandao,1=半岛
bandao,1=办到
bujiande,1=不见得
bandeng,1=板凳
bandi,1=班底
bujidaijia,1=不计代价
bujidele,1=不记得了
bandian,1=半点
bandian,1=斑点
bujiandangnian,1=不减当年
banduan,1=半段
bandong,1=搬动
bandu,1=伴读
bajiudianzhong,1=八九点钟
beijingdaxue,1=北京大学
bandun,1=半蹲
beijiaerhu,1=贝加尔湖
bijianerli,1=比肩而立
bujiaoerzhu,1=不教而诛
bijiaoeryan,1=比较而言
bujingerzou,1=不胫而走
banfa,1=办法
banfa,1=颁发
banfen,1=半分
baojianfengcongmolichu,1=宝剑锋从磨砺出
banfan,1=拌饭
bujiefengqing,1=不解风情
bujinfantui,1=不进反退
baojingfengshuang,1=饱经风霜
banfei,1=班费
bange,1=半个
bujige,1=不及格
biejianguai,1=别见怪
bujianguancaibuluolei,1=不见棺材不落泪
bajiugeren,1=八九个人
bangong,1=办公
bangui,1=版规
bangei,1=颁给
baijuguoxi,1=白驹过隙
bajiugeyue,1=八九个月
banhao,1=办好
bijiaohao,1=比较好
banhen,1=瘢痕
bujihouguo,1=不计后果
baojiahuhang,1=保驾护航
banhang,1=半行
banhan,1=半酣
banhui,1=搬回
banhui,1=班会
banhui,1=扳回
banhua,1=版画
biejuhuiyan,1=别具慧眼
bianjichengben,1=边际成本
banche,1=班车
bancheng,1=办成
banchang,1=半场
banchan,1=班禅
banchuan,1=班船
banchu,1=搬出
banjin,1=半斤
bujinjin,1=不仅仅
banjin,1=搬进
banji,1=班级
banjing,1=半径
banjiang,1=颁奖
banjiao,1=半角
banjie,1=半截
banjiu,1=斑鸠
banju,1=半句
bijianjiezhong,1=比肩接踵
banjia,1=搬家
biejujiangxin,1=别具匠心
banka,1=办卡
bankai,1=搬开
baijukonggu,1=白驹空谷
bankuai,1=版块
bujikuibuwuyizhiqianli,1=不积跬步无以至千里
bankong,1=半空
banku,1=扮酷
bankou,1=半口
banla,1=半拉
bujianle,1=不见了
banle,1=办了
banlang,1=伴郎
banli,1=办理
banlan,1=斑斓
bingjiling,1=冰激凌
banliang,1=扮靓
banliao,1=拌料
banluo,1=半裸
bujialesite,1=布加勒斯特
banlu,1=半路
banlv,1=伴侣
beijinglixiang,1=背井离乡
baojialiya,1=保加利亚
bingjiluantouyi,1=病急乱投医
bingjingliangzu,1=兵精粮足
banma,1=斑马
bujiemengyundong,1=不结盟运动
bujiemeng,1=不结盟
banmian,1=版面
banmiao,1=半秒
bujiangmianzi,1=不讲面子
bijini,1=比基尼
banniang,1=伴娘
bannian,1=半年
bannong,1=搬弄
bujuniyu,1=不拘泥于
baojianpin,1=保健品
banpai,1=半拍
banping,1=半瓶
banpiao,1=半票
banpo,1=半坡
banpei,1=般配
bujingqi,1=不景气
bujinqingli,1=不近情理
banqian,1=搬迁
bujiuqian,1=不久前
bingjiaqiqu,1=并驾齐驱
banquan,1=版权
bujiqishu,1=不计其数
bujiqianxian,1=不计前嫌
bujinruci,1=不仅如此
banri,1=半日
bujinran,1=不尽然
bujuerulv,1=不绝如缕
bujinrenqing,1=不近人情
banjierutu,1=半截入土
banru,1=搬入
bujinrenyi,1=不尽人意
beijusecai,1=悲剧色彩
banjuesai,1=半决赛
bansi,1=半死
bujiansenlin,1=不见森林
bijiasuo,1=毕加索
bujiasisuo,1=不假思索
bajisitan,1=巴基斯坦
bansui,1=伴随
bantian,1=半天
bantuo,1=办妥
bujiantianri,1=不见天日
bantong,1=半桶
bantu,1=半途
bantu,1=版图
bujiantuzibusaying,1=不见兔子不撒鹰
banshen,1=半身
bansheng,1=半生
banshang,1=班上
banshi,1=办事
beijingshi,1=北京市
banshan,1=半山
beijiushibingquan,1=杯酒释兵权
bajiushisui,1=八九十岁
banshu,1=半数
banshui,1=版税
beijingshifandaxue,1=北京师范大学
banshou,1=扳手
bujizhicai,1=不羁之才
bijingzhidi,1=必经之地
banzhe,1=伴着
banzhen,1=斑疹
banzheng,1=办证
banzhang,1=班长
baijunzhijiang,1=败军之将
bijingzhilu,1=必经之路
baijiazhengming,1=百家争鸣
bujiezhimi,1=不解之谜
banzhuan,1=搬砖
banzhuan,1=板砖
bujingzhitan,1=不经之谈
banzhu,1=版主
bujianzhenfubushaoxiang,1=不见真佛不烧香
bujiezhiyuan,1=不解之缘
banzhou,1=半周
bujiangwude,1=不讲武德
banwen,1=斑纹
baojiaweiguo,1=保家卫国
banwan,1=办完
bujinwanmei,1=不尽完美
bajiuwenqingtian,1=把酒问青天
banwu,1=伴舞
banxin,1=半新
banxi,1=扮戏
bujuxiaojie,1=不拘小节
banxing,1=颁行
baijiaxing,1=百家姓
beijixing,1=北极星
banxiang,1=扮相
banxian,1=半仙
banxuan,1=半悬
bujinxiangtong,1=不尽相同
banxue,1=办学
banya,1=板鸭
banyin,1=伴音
bujinyao,1=不仅要
baijuyiding,1=败局已定
banye,1=半夜
bujueyuer,1=不绝于耳
bajiuyuefen,1=八九月份
bujuyige,1=不拘一格
biejuyige,1=别具一格
bujiuyihou,1=不久以后
banyi,1=搬移
bujingyi,1=不经意
baijuyi,1=白居易
banyan,1=扮演
bujingyijian,1=不经意间
bujiangyiqi,1=不讲义气
banyuan,1=半圆
banyong,1=搬用
banyue,1=半月
bujingyishibuzhangyizhi,1=不经一事不长一智
banyun,1=搬运
banyou,1=伴有
banzeng,1=颁赠
banzi,1=班子
baijiazi,1=败家子
banzuo,1=扮作
bujinzetui,1=不进则退
banzu,1=班组
banzui,1=拌嘴
bingjianzuozhan,1=并肩作战
banzou,1=伴奏
bingan,1=并案
bingan,1=并按
bingbao,1=冰雹
bingbai,1=兵败
bukebufang,1=不可不防
bingbang,1=冰棒
bingbing,1=冰冰
bingbian,1=病变
bukebimian,1=不可避免
bingbiao,1=并表
bikoubutan,1=闭口不谈
bingbu,1=并不
bukebuzhi,1=不可不知
beikaobei,1=背靠背
baikanbuyan,1=百看不厌
bikoubuyan,1=闭口不言
bingceng,1=冰层
bingcan,1=病残
bingcun,1=并存
bingdao,1=冰岛
bukeduode,1=不可多得
bingdeng,1=冰灯
bingdi,1=并蒂
bingding,1=兵丁
beikaodashuhaochengliang,1=背靠大树好乘凉
bingdian,1=冰点
bingdiao,1=冰雕
bingdong,1=冰冻
bingdu,1=病毒
bukedongyao,1=不可动摇
bukeezhi,1=不可遏制
bingfa,1=兵法
bingfeng,1=冰封
bukefenge,1=不可分割
bingfang,1=病房
bukefouren,1=不可否认
bingfu,1=冰敷
bingfu,1=禀赋
bingfei,1=并非
bukefangwu,1=不可方物
bukegaibian,1=不可改变
binggao,1=禀告
binggai,1=冰盖
binggen,1=病根
binggan,1=饼干
bukeguliang,1=不可估量
bukegaoren,1=不可告人
binggong,1=秉公
binggu,1=病故
binggui,1=冰柜
binggua,1=冰挂
binggun,1=冰棍
binggou,1=并购
binghao,1=病号
binghai,1=病害
binghe,1=冰河
binghan,1=冰寒
bukehuoque,1=不可或缺
binghuan,1=病患
bukanhuishou,1=不堪回首
binghua,1=冰花
binghou,1=病后
bingcheng,1=秉承
bingchi,1=秉持
bingchan,1=冰铲
bingchuang,1=病床
bingchuan,1=冰川
bingchong,1=病虫
bikongchaotian,1=鼻孔朝天
bingchu,1=摒除
bingchun,1=丙醇
bingjin,1=并进
bukejiande,1=不可兼得
bingji,1=并击
bingji,1=并集
bingjing,1=冰晶
bingjiang,1=并将
bingjian,1=并肩
bingjiao,1=冰窖
bingjiu,1=并就
bingju,1=病句
bingju,1=并举
bukejuwuzhu,1=不可居无竹
bingjia,1=病假
bingjun,1=病菌
bukejiuyao,1=不可救药
bingke,1=并可
bukekaijiao,1=不可开交
bukekangju,1=不可抗拒
bingkuai,1=冰块
bukekangli,1=不可抗力
bingkuang,1=病况
bingkou,1=并口
bingle,1=病了
bingleng,1=冰冷
binglang,1=槟榔
bingli,1=病例
bingling,1=冰凌
bingliang,1=冰凉
binglian,1=并联
beikaluolaina,1=北卡罗来纳
binglie,1=并列
binglong,1=并拢
bukaolv,1=不考虑
bukeliyu,1=不可理喻
bingma,1=兵马
baikoumobian,1=百口莫辩
bingmao,1=病猫
bingming,1=禀明
bukemomie,1=不可磨灭
bingmian,1=冰面
bingmo,1=病魔
bukemingzhuang,1=不可名状
bingmei,1=并没
bukenengba,1=不可能吧
bukenengde,1=不可能的
bukeneng,1=不可能
bukeni,1=不可逆
bukenizhuan,1=不可逆转
bingpai,1=并排
bukepianfei,1=不可偏废
bingpi,1=兵痞
bingpian,1=冰片
bukaopu,1=不靠谱
bukeqinfan,1=不可侵犯
bingqi,1=兵器
bukeqi,1=不客气
bukeqiji,1=不可企及
bingqing,1=病情
bingqie,1=并且
bingqiu,1=冰球
bingquan,1=兵权
bukequeshao,1=不可缺少
bukequanxin,1=不可全信
bukanruer,1=不堪入耳
bingren,1=病人
bukanrumu,1=不堪入目
bingruo,1=病弱
bingrong,1=病容
bingru,1=并入
bukeraoshu,1=不可饶恕
bikongruxi,1=碧空如洗
binkeruyun,1=宾客如云
bingsi,1=病死
bukansengmiankanfomian,1=不看僧面看佛面
bingsuan,1=丙酸
bukesiyi,1=不可思议
bingta,1=病榻
bingtai,1=病态
buketidai,1=不可替代
bingtang,1=冰糖
buketiaohe,1=不可调和
bingti,1=病体
bingtuan,1=兵团
bingtong,1=病痛
bingtui,1=病退
buketuixie,1=不可推卸
buketongrieryu,1=不可同日而语
bingshang,1=冰上
bingshi,1=病逝
bingshan,1=冰山
bingshuang,1=冰霜
biekaishengmian,1=别开生面
bingshu,1=兵书
bukeshoushi,1=不可收拾
bingshui,1=冰水
bukanshexiang,1=不堪设想
bingzhen,1=冰镇
bukanzhongfu,1=不堪重负
bingzheng,1=病症
bukezhilun,1=不可知论
